,Date,Year,Month#,Month,Franchise,City,Product,Sales,Profit,Target Profit,Target Sales,Target Status
2028,2022-01-01,2022,1,January,M1,Mumbai,Decaf Espresso,210.0,67.0,70.0,180.0,Achieved
2029,2022-02-01,2022,2,February,M1,Mumbai,Decaf Espresso,43.0,11.0,20.0,40.0,Achieved
2030,2022-03-01,2022,3,March,M1,Mumbai,Decaf Espresso,341.0,99.0,100.0,320.0,Achieved
2031,2022-04-01,2022,4,April,M1,Mumbai,Decaf Espresso,123.0,47.0,50.0,110.0,Achieved
2032,2022-05-01,2022,5,May,M1,Mumbai,Decaf Espresso,150.0,39.0,60.0,140.0,Achieved
2033,2022-06-01,2022,6,June,M1,Mumbai,Decaf Espresso,189.0,59.0,90.0,220.0,Not Achieved
2034,2022-07-01,2022,7,July,M1,Mumbai,Decaf Espresso,457.0,142.0,180.0,530.0,Not Achieved
2035,2022-08-01,2022,8,August,M1,Mumbai,Decaf Espresso,132.0,18.0,40.0,150.0,Not Achieved
2036,2022-09-01,2022,9,September,M1,Mumbai,Decaf Espresso,180.0,51.0,60.0,170.0,Achieved
2037,2022-10-01,2022,10,October,M1,Mumbai,Decaf Espresso,189.0,80.0,90.0,160.0,Achieved
2038,2022-11-01,2022,11,November,M1,Mumbai,Decaf Espresso,545.0,202.0,200.0,520.0,Achieved
2039,2022-12-01,2022,12,December,M1,Mumbai,Decaf Espresso,43.0,32.0,40.0,50.0,Not Achieved
2040,2023-01-01,2023,1,January,M1,Mumbai,Decaf Espresso,103.0,38.0,60.0,120.0,Not Achieved
2041,2023-02-01,2023,2,February,M1,Mumbai,Decaf Espresso,110.0,35.0,50.0,120.0,Not Achieved
2042,2023-03-01,2023,3,March,M1,Mumbai,Decaf Espresso,130.0,29.0,40.0,120.0,Achieved
2043,2023-04-01,2023,4,April,M1,Mumbai,Decaf Espresso,137.0,41.0,50.0,110.0,Achieved
2044,2023-05-01,2023,5,May,M1,Mumbai,Decaf Espresso,82.0,8.0,10.0,70.0,Achieved
2045,2023-06-01,2023,6,June,M1,Mumbai,Decaf Espresso,200.0,63.0,70.0,170.0,Achieved
2046,2023-07-01,2023,7,July,M1,Mumbai,Decaf Espresso,47.0,11.0,20.0,40.0,Achieved
2047,2023-08-01,2023,8,August,M1,Mumbai,Decaf Espresso,340.0,99.0,100.0,320.0,Achieved
2048,2023-09-01,2023,9,September,M1,Mumbai,Decaf Espresso,123.0,48.0,50.0,110.0,Achieved
2049,2023-10-01,2023,10,October,M1,Mumbai,Decaf Espresso,154.0,41.0,60.0,140.0,Achieved
2050,2023-11-01,2023,11,November,M1,Mumbai,Decaf Espresso,180.0,54.0,80.0,210.0,Not Achieved
2051,2023-12-01,2023,12,December,M1,Mumbai,Decaf Espresso,478.0,148.0,200.0,560.0,Not Achieved
2052,2024-01-01,2024,1,January,M1,Mumbai,Decaf Espresso,129.0,15.0,40.0,150.0,Not Achieved
2053,2024-02-01,2024,2,February,M1,Mumbai,Decaf Espresso,188.0,54.0,70.0,180.0,Achieved
2054,2024-03-01,2024,3,March,M1,Mumbai,Decaf Espresso,198.0,84.0,90.0,170.0,Achieved
2055,2024-04-01,2024,4,April,M1,Mumbai,Decaf Espresso,567.0,211.0,210.0,540.0,Achieved
2056,2024-05-01,2024,5,May,M1,Mumbai,Decaf Espresso,43.0,32.0,40.0,50.0,Not Achieved
2057,2024-06-01,2024,6,June,M1,Mumbai,Decaf Espresso,118.0,45.0,60.0,130.0,Not Achieved
2058,2024-07-01,2024,7,July,M1,Mumbai,Decaf Espresso,112.0,34.0,60.0,130.0,Not Achieved
2059,2024-08-01,2024,8,August,M1,Mumbai,Decaf Espresso,124.0,26.0,40.0,120.0,Achieved
2060,2024-09-01,2024,9,September,M1,Mumbai,Decaf Espresso,129.0,38.0,50.0,110.0,Achieved
2061,2024-10-01,2024,10,October,M1,Mumbai,Decaf Espresso,85.0,11.0,10.0,70.0,Achieved
2062,2024-11-01,2024,11,November,M1,Mumbai,Decaf Espresso,210.0,68.0,70.0,180.0,Achieved
2063,2024-12-01,2024,12,December,M1,Mumbai,Decaf Espresso,41.0,10.0,10.0,30.0,Achieved
2064,2025-01-01,2025,1,January,M1,Mumbai,Decaf Espresso,325.0,94.0,100.0,310.0,Achieved
2065,2025-02-01,2025,2,February,M1,Mumbai,Decaf Espresso,121.0,47.0,50.0,110.0,Achieved
2066,2025-03-01,2025,3,March,M1,Mumbai,Decaf Espresso,155.0,40.0,50.0,140.0,Achieved
2067,2025-04-01,2025,4,April,M1,Mumbai,Decaf Espresso,170.0,48.0,80.0,200.0,Not Achieved
2068,2025-05-01,2025,5,May,M1,Mumbai,Decaf Espresso,478.0,149.0,200.0,560.0,Not Achieved
2069,2025-06-01,2025,6,June,M1,Mumbai,Decaf Espresso,121.0,13.0,30.0,140.0,Not Achieved
2070,2025-07-01,2025,7,July,M1,Mumbai,Decaf Espresso,195.0,58.0,80.0,190.0,Achieved
2071,2025-08-01,2025,8,August,M1,Mumbai,Decaf Espresso,198.0,84.0,90.0,170.0,Achieved
2072,2025-09-01,2025,9,September,M1,Mumbai,Decaf Espresso,587.0,220.0,220.0,560.0,Achieved
2073,2025-10-01,2025,10,October,M1,Mumbai,Decaf Espresso,43.0,32.0,40.0,50.0,Not Achieved
2074,2025-11-01,2025,11,November,M1,Mumbai,Decaf Espresso,112.0,44.0,60.0,130.0,Not Achieved
2075,2025-12-01,2025,12,December,M1,Mumbai,Decaf Espresso,103.0,32.0,50.0,120.0,Not Achieved
2076,2026-01-01,2026,1,January,M1,Mumbai,Decaf Espresso,119.0,24.0,40.0,110.0,Achieved
2077,2026-02-01,2026,2,February,M1,Mumbai,Decaf Espresso,114.0,31.0,40.0,90.0,Achieved
2078,2026-03-01,2026,3,March,M1,Mumbai,Decaf Espresso,88.0,12.0,10.0,70.0,Achieved
2079,2026-04-01,2026,4,April,M1,Mumbai,Decaf Espresso,222.0,74.0,80.0,190.0,Achieved
2080,2026-05-01,2026,5,May,M1,Mumbai,Decaf Espresso,43.0,10.0,20.0,40.0,Achieved
2081,2026-06-01,2026,6,June,M1,Mumbai,Decaf Espresso,325.0,93.0,100.0,310.0,Achieved
2082,2026-07-01,2026,7,July,M1,Mumbai,Decaf Espresso,115.0,43.0,50.0,110.0,Achieved
2083,2026-08-01,2026,8,August,M1,Mumbai,Decaf Espresso,151.0,39.0,60.0,140.0,Achieved
2084,2026-09-01,2026,9,September,M1,Mumbai,Decaf Espresso,160.0,44.0,60.0,180.0,Not Achieved
2085,2026-10-01,2026,10,October,M1,Mumbai,Decaf Espresso,521.0,165.0,210.0,610.0,Not Achieved
2086,2026-11-01,2026,11,November,M1,Mumbai,Decaf Espresso,118.0,11.0,20.0,130.0,Not Achieved
2087,2026-12-01,2026,12,December,M1,Mumbai,Decaf Espresso,204.0,62.0,70.0,190.0,Achieved
2088,2021-01-01,2021,1,January,M2,Mumbai,Decaf Espresso,210.0,88.0,90.0,180.0,Achieved
2089,2021-02-01,2021,2,February,M2,Mumbai,Decaf Espresso,612.0,230.0,220.0,580.0,Achieved
2090,2021-03-01,2021,3,March,M2,Mumbai,Decaf Espresso,43.0,31.0,40.0,50.0,Not Achieved
2091,2021-04-01,2021,4,April,M2,Mumbai,Decaf Espresso,97.0,36.0,50.0,110.0,Not Achieved
2092,2021-05-01,2021,5,May,M2,Mumbai,Decaf Espresso,110.0,35.0,50.0,120.0,Not Achieved
2093,2021-06-01,2021,6,June,M2,Mumbai,Decaf Espresso,113.0,22.0,40.0,110.0,Achieved
2094,2021-07-01,2021,7,July,M2,Mumbai,Decaf Espresso,110.0,28.0,40.0,90.0,Achieved
2095,2021-08-01,2021,8,August,M2,Mumbai,Decaf Espresso,92.0,14.0,10.0,70.0,Achieved
2096,2021-09-01,2021,9,September,M2,Mumbai,Decaf Espresso,235.0,79.0,80.0,200.0,Achieved
2097,2021-10-01,2021,10,October,M2,Mumbai,Decaf Espresso,49.0,13.0,20.0,40.0,Achieved
2098,2021-11-01,2021,11,November,M2,Mumbai,Decaf Espresso,298.0,83.0,90.0,280.0,Achieved
2099,2021-12-01,2021,12,December,M2,Mumbai,Decaf Espresso,109.0,42.0,40.0,100.0,Achieved
2100,2022-01-01,2022,1,January,M2,Mumbai,Decaf Espresso,170.0,47.0,60.0,160.0,Achieved
2101,2022-02-01,2022,2,February,M2,Mumbai,Decaf Espresso,135.0,33.0,50.0,150.0,Not Achieved
2102,2022-03-01,2022,3,March,M2,Mumbai,Decaf Espresso,521.0,164.0,210.0,610.0,Not Achieved
2103,2022-04-01,2022,4,April,M2,Mumbai,Decaf Espresso,115.0,12.0,30.0,130.0,Not Achieved
2104,2022-05-01,2022,5,May,M2,Mumbai,Decaf Espresso,212.0,63.0,80.0,200.0,Achieved
2105,2022-06-01,2022,6,June,M2,Mumbai,Decaf Espresso,230.0,99.0,90.0,190.0,Achieved
2106,2022-07-01,2022,7,July,M2,Mumbai,Decaf Espresso,634.0,240.0,230.0,600.0,Achieved
2107,2022-08-01,2022,8,August,M2,Mumbai,Decaf Espresso,43.0,31.0,40.0,50.0,Not Achieved
2108,2022-09-01,2022,9,September,M2,Mumbai,Decaf Espresso,89.0,31.0,40.0,100.0,Not Achieved
2109,2022-10-01,2022,10,October,M2,Mumbai,Decaf Espresso,110.0,34.0,50.0,120.0,Not Achieved
2110,2022-11-01,2022,11,November,M2,Mumbai,Decaf Espresso,108.0,19.0,30.0,100.0,Achieved
2111,2022-12-01,2022,12,December,M2,Mumbai,Decaf Espresso,99.0,23.0,30.0,80.0,Achieved
2112,2023-01-01,2023,1,January,M2,Mumbai,Decaf Espresso,96.0,14.0,20.0,80.0,Achieved
2113,2023-02-01,2023,2,February,M2,Mumbai,Decaf Espresso,278.0,99.0,90.0,230.0,Achieved
2114,2023-03-01,2023,3,March,M2,Mumbai,Decaf Espresso,53.0,15.0,20.0,50.0,Achieved
2115,2023-04-01,2023,4,April,M2,Mumbai,Decaf Espresso,298.0,83.0,90.0,280.0,Achieved
2116,2023-05-01,2023,5,May,M2,Mumbai,Decaf Espresso,92.0,34.0,40.0,80.0,Achieved
2117,2023-06-01,2023,6,June,M2,Mumbai,Decaf Espresso,177.0,49.0,60.0,160.0,Achieved
2118,2023-07-01,2023,7,July,M2,Mumbai,Decaf Espresso,131.0,31.0,50.0,150.0,Not Achieved
2119,2023-08-01,2023,8,August,M2,Mumbai,Decaf Espresso,532.0,168.0,220.0,620.0,Not Achieved
2120,2023-09-01,2023,9,September,M2,Mumbai,Decaf Espresso,115.0,11.0,30.0,130.0,Not Achieved
2121,2023-10-01,2023,10,October,M2,Mumbai,Decaf Espresso,227.0,71.0,80.0,220.0,Achieved
2122,2023-11-01,2023,11,November,M2,Mumbai,Decaf Espresso,230.0,98.0,90.0,190.0,Achieved
2123,2023-12-01,2023,12,December,M2,Mumbai,Decaf Espresso,678.0,259.0,260.0,650.0,Achieved
2124,2024-01-01,2024,1,January,M2,Mumbai,Decaf Espresso,43.0,31.0,40.0,50.0,Not Achieved
2125,2024-02-01,2024,2,February,M2,Mumbai,Decaf Espresso,96.0,35.0,50.0,110.0,Not Achieved
2126,2024-03-01,2024,3,March,M2,Mumbai,Decaf Espresso,115.0,36.0,60.0,130.0,Not Achieved
2127,2024-04-01,2024,4,April,M2,Mumbai,Decaf Espresso,100.0,16.0,20.0,90.0,Achieved
2128,2024-05-01,2024,5,May,M2,Mumbai,Decaf Espresso,90.0,21.0,20.0,70.0,Achieved
2129,2024-06-01,2024,6,June,M2,Mumbai,Decaf Espresso,103.0,18.0,20.0,80.0,Achieved
2130,2024-07-01,2024,7,July,M2,Mumbai,Decaf Espresso,286.0,103.0,100.0,240.0,Achieved
2131,2024-08-01,2024,8,August,M2,Mumbai,Decaf Espresso,49.0,12.0,20.0,40.0,Achieved
2132,2024-09-01,2024,9,September,M2,Mumbai,Decaf Espresso,291.0,81.0,90.0,270.0,Achieved
2133,2024-10-01,2024,10,October,M2,Mumbai,Decaf Espresso,87.0,31.0,40.0,80.0,Achieved
2134,2024-11-01,2024,11,November,M2,Mumbai,Decaf Espresso,189.0,56.0,70.0,180.0,Achieved
2135,2024-12-01,2024,12,December,M2,Mumbai,Decaf Espresso,131.0,30.0,50.0,150.0,Not Achieved
2136,2025-01-01,2025,1,January,M2,Mumbai,Decaf Espresso,532.0,167.0,220.0,620.0,Not Achieved
2137,2025-02-01,2025,2,February,M2,Mumbai,Decaf Espresso,109.0,8.0,20.0,120.0,Not Achieved
2138,2025-03-01,2025,3,March,M2,Mumbai,Decaf Espresso,231.0,73.0,80.0,220.0,Achieved
2139,2025-04-01,2025,4,April,M2,Mumbai,Decaf Espresso,245.0,105.0,110.0,210.0,Achieved
2140,2025-05-01,2025,5,May,M2,Mumbai,Decaf Espresso,687.0,262.0,250.0,650.0,Achieved
2141,2025-06-01,2025,6,June,M2,Mumbai,Decaf Espresso,43.0,31.0,40.0,50.0,Not Achieved
2142,2025-07-01,2025,7,July,M2,Mumbai,Decaf Espresso,80.0,28.0,50.0,90.0,Not Achieved
2143,2025-08-01,2025,8,August,M2,Mumbai,Decaf Espresso,69.0,18.0,30.0,80.0,Not Achieved
2144,2025-09-01,2025,9,September,M2,Mumbai,Decaf Espresso,98.0,16.0,20.0,90.0,Achieved
2145,2025-10-01,2025,10,October,M2,Mumbai,Decaf Espresso,90.0,21.0,20.0,70.0,Achieved
2146,2025-11-01,2025,11,November,M2,Mumbai,Decaf Espresso,105.0,18.0,30.0,90.0,Achieved
2147,2025-12-01,2025,12,December,M2,Mumbai,Decaf Espresso,286.0,103.0,100.0,240.0,Achieved
2148,2026-01-01,2026,1,January,M2,Mumbai,Decaf Espresso,58.0,17.0,20.0,50.0,Achieved
2149,2026-02-01,2026,2,February,M2,Mumbai,Decaf Espresso,291.0,81.0,90.0,270.0,Achieved
2150,2026-03-01,2026,3,March,M2,Mumbai,Decaf Espresso,83.0,28.0,30.0,70.0,Achieved
2151,2026-04-01,2026,4,April,M2,Mumbai,Decaf Espresso,226.0,71.0,90.0,210.0,Achieved
2152,2026-05-01,2026,5,May,M2,Mumbai,Decaf Espresso,150.0,39.0,60.0,170.0,Not Achieved
2153,2026-06-01,2026,6,June,M2,Mumbai,Decaf Espresso,498.0,155.0,210.0,580.0,Not Achieved
2154,2026-07-01,2026,7,July,M2,Mumbai,Decaf Espresso,102.0,6.0,30.0,120.0,Not Achieved
2155,2026-08-01,2026,8,August,M2,Mumbai,Decaf Espresso,199.0,58.0,70.0,190.0,Achieved
2156,2026-09-01,2026,9,September,M2,Mumbai,Decaf Espresso,199.0,85.0,90.0,170.0,Achieved
2157,2026-10-01,2026,10,October,M2,Mumbai,Decaf Espresso,589.0,220.0,220.0,560.0,Achieved
2158,2026-11-01,2026,11,November,M2,Mumbai,Decaf Espresso,43.0,32.0,40.0,50.0,Not Achieved
2159,2026-12-01,2026,12,December,M2,Mumbai,Decaf Espresso,79.0,27.0,50.0,90.0,Not Achieved
2160,2021-01-01,2021,1,January,M3,Mumbai,Decaf Espresso,76.0,21.0,30.0,80.0,Not Achieved
2161,2021-02-01,2021,2,February,M3,Mumbai,Decaf Espresso,113.0,23.0,40.0,110.0,Achieved
2162,2021-03-01,2021,3,March,M3,Mumbai,Decaf Espresso,113.0,31.0,40.0,90.0,Achieved
2163,2021-04-01,2021,4,April,M3,Mumbai,Decaf Espresso,91.0,13.0,10.0,70.0,Achieved
2164,2021-05-01,2021,5,May,M3,Mumbai,Decaf Espresso,249.0,87.0,80.0,210.0,Achieved
2165,2021-06-01,2021,6,June,M3,Mumbai,Decaf Espresso,58.0,17.0,20.0,50.0,Achieved
2166,2021-07-01,2021,7,July,M3,Mumbai,Decaf Espresso,310.0,87.0,90.0,290.0,Achieved
2167,2021-08-01,2021,8,August,M3,Mumbai,Decaf Espresso,108.0,40.0,40.0,100.0,Achieved
2168,2021-09-01,2021,9,September,M3,Mumbai,Decaf Espresso,182.0,53.0,70.0,170.0,Achieved
2169,2021-10-01,2021,10,October,M3,Mumbai,Decaf Espresso,182.0,56.0,130.0,260.0,Not Achieved
2170,2021-11-01,2021,11,November,M3,Mumbai,Decaf Espresso,478.0,149.0,300.0,710.0,Not Achieved
2171,2021-12-01,2021,12,December,M3,Mumbai,Decaf Espresso,120.0,12.0,70.0,170.0,Not Achieved
2172,2022-01-01,2022,1,January,M3,Mumbai,Decaf Espresso,202.0,60.0,90.0,180.0,Achieved
2173,2022-02-01,2022,2,February,M3,Mumbai,Decaf Espresso,187.0,78.0,80.0,120.0,Achieved
2174,2022-03-01,2022,3,March,M3,Mumbai,Decaf Espresso,598.0,225.0,240.0,550.0,Achieved
2175,2022-04-01,2022,4,April,M3,Mumbai,Decaf Espresso,43.0,31.0,60.0,60.0,Not Achieved
2176,2022-05-01,2022,5,May,M3,Mumbai,Decaf Espresso,79.0,28.0,80.0,110.0,Not Achieved
2177,2022-06-01,2022,6,June,M3,Mumbai,Decaf Espresso,51.0,10.0,50.0,70.0,Not Achieved
2178,2022-07-01,2022,7,July,M3,Mumbai,Decaf Espresso,111.0,21.0,50.0,90.0,Achieved
2179,2022-08-01,2022,8,August,M3,Mumbai,Decaf Espresso,113.0,30.0,40.0,60.0,Achieved
2180,2022-09-01,2022,9,September,M3,Mumbai,Decaf Espresso,92.0,14.0,20.0,50.0,Achieved
2181,2022-10-01,2022,10,October,M3,Mumbai,Decaf Espresso,205.0,65.0,60.0,130.0,Achieved
2182,2022-11-01,2022,11,November,M3,Mumbai,Decaf Espresso,58.0,17.0,30.0,40.0,Achieved
2183,2022-12-01,2022,12,December,M3,Mumbai,Decaf Espresso,322.0,91.0,110.0,290.0,Achieved
2184,2023-01-01,2023,1,January,M3,Mumbai,Decaf Espresso,99.0,37.0,60.0,80.0,Achieved
2185,2023-02-01,2023,2,February,M3,Mumbai,Decaf Espresso,174.0,48.0,80.0,150.0,Achieved
2186,2023-03-01,2023,3,March,M3,Mumbai,Decaf Espresso,189.0,58.0,100.0,240.0,Not Achieved
2187,2023-04-01,2023,4,April,M3,Mumbai,Decaf Espresso,423.0,129.0,200.0,540.0,Not Achieved
2188,2023-05-01,2023,5,May,M3,Mumbai,Decaf Espresso,124.0,16.0,40.0,150.0,Not Achieved
2189,2023-06-01,2023,6,June,M3,Mumbai,Decaf Espresso,180.0,51.0,60.0,170.0,Achieved
2190,2023-07-01,2023,7,July,M3,Mumbai,Decaf Espresso,123.0,48.0,40.0,90.0,Achieved
2191,2023-08-01,2023,8,August,M3,Mumbai,Decaf Espresso,532.0,197.0,190.0,510.0,Achieved
2192,2023-09-01,2023,9,September,M3,Mumbai,Decaf Espresso,43.0,31.0,40.0,50.0,Not Achieved
2193,2023-10-01,2023,10,October,M3,Mumbai,Decaf Espresso,81.0,27.0,50.0,100.0,Not Achieved
2194,2023-11-01,2023,11,November,M3,Mumbai,Decaf Espresso,52.0,11.0,30.0,60.0,Not Achieved
2195,2023-12-01,2023,12,December,M3,Mumbai,Decaf Espresso,124.0,26.0,40.0,120.0,Achieved
2196,2024-01-01,2024,1,January,M3,Mumbai,Decaf Espresso,120.0,34.0,30.0,90.0,Achieved
2197,2024-02-01,2024,2,February,M3,Mumbai,Decaf Espresso,82.0,8.0,20.0,60.0,Achieved
2198,2024-03-01,2024,3,March,M3,Mumbai,Decaf Espresso,197.0,62.0,40.0,150.0,Achieved
2199,2024-04-01,2024,4,April,M3,Mumbai,Decaf Espresso,56.0,17.0,20.0,50.0,Achieved
2200,2024-05-01,2024,5,May,M3,Mumbai,Decaf Espresso,363.0,108.0,120.0,350.0,Achieved
2201,2024-06-01,2024,6,June,M3,Mumbai,Decaf Espresso,132.0,52.0,50.0,120.0,Achieved
2202,2024-07-01,2024,7,July,M3,Mumbai,Decaf Espresso,164.0,45.0,40.0,150.0,Achieved
2203,2024-08-01,2024,8,August,M3,Mumbai,Decaf Espresso,168.0,47.0,80.0,210.0,Not Achieved
2204,2024-09-01,2024,9,September,M3,Mumbai,Decaf Espresso,501.0,157.0,240.0,640.0,Not Achieved
2205,2024-10-01,2024,10,October,M3,Mumbai,Decaf Espresso,103.0,6.0,40.0,130.0,Not Achieved
2206,2024-11-01,2024,11,November,M3,Mumbai,Decaf Espresso,195.0,58.0,70.0,190.0,Achieved
2207,2024-12-01,2024,12,December,M3,Mumbai,Decaf Espresso,133.0,52.0,40.0,100.0,Achieved
2208,2025-01-01,2025,1,January,M3,Mumbai,Decaf Espresso,576.0,216.0,210.0,550.0,Achieved
2209,2025-02-01,2025,2,February,M3,Mumbai,Decaf Espresso,43.0,32.0,40.0,50.0,Not Achieved
2210,2025-03-01,2025,3,March,M3,Mumbai,Decaf Espresso,77.0,27.0,50.0,90.0,Not Achieved
2211,2025-04-01,2025,4,April,M3,Mumbai,Decaf Espresso,56.0,13.0,30.0,70.0,Not Achieved
2212,2025-05-01,2025,5,May,M3,Mumbai,Decaf Espresso,114.0,21.0,40.0,110.0,Achieved
2213,2025-06-01,2025,6,June,M3,Mumbai,Decaf Espresso,106.0,27.0,20.0,80.0,Achieved
2214,2025-07-01,2025,7,July,M3,Mumbai,Decaf Espresso,89.0,12.0,0.0,60.0,Achieved
2215,2025-08-01,2025,8,August,M3,Mumbai,Decaf Espresso,221.0,72.0,60.0,170.0,Achieved
2216,2025-09-01,2025,9,September,M3,Mumbai,Decaf Espresso,58.0,17.0,20.0,50.0,Achieved
2217,2025-10-01,2025,10,October,M3,Mumbai,Decaf Espresso,306.0,87.0,80.0,290.0,Achieved
2218,2025-11-01,2025,11,November,M3,Mumbai,Decaf Espresso,123.0,47.0,50.0,110.0,Achieved
2219,2025-12-01,2025,12,December,M3,Mumbai,Decaf Espresso,176.0,51.0,60.0,170.0,Achieved
2220,2026-01-01,2026,1,January,M3,Mumbai,Decaf Espresso,201.0,83.0,80.0,210.0,Not Achieved
2221,2026-02-01,2026,2,February,M3,Mumbai,Decaf Espresso,510.0,218.0,180.0,530.0,Not Achieved
2222,2026-03-01,2026,3,March,M3,Mumbai,Decaf Espresso,145.0,25.0,40.0,150.0,Not Achieved
2223,2026-04-01,2026,4,April,M3,Mumbai,Decaf Espresso,201.0,78.0,60.0,170.0,Achieved
2224,2026-05-01,2026,5,May,M3,Mumbai,Decaf Espresso,150.0,84.0,60.0,110.0,Achieved
2225,2026-06-01,2026,6,June,M3,Mumbai,Decaf Espresso,611.0,316.0,200.0,520.0,Achieved
2226,2026-07-01,2026,7,July,M3,Mumbai,Decaf Espresso,48.0,16.0,30.0,50.0,Not Achieved
2227,2026-08-01,2026,8,August,M3,Mumbai,Decaf Espresso,128.0,70.0,60.0,130.0,Not Achieved
2228,2026-09-01,2026,9,September,M3,Mumbai,Decaf Espresso,123.0,53.0,50.0,120.0,Achieved
2229,2026-10-01,2026,10,October,M3,Mumbai,Decaf Espresso,145.0,47.0,40.0,120.0,Achieved
2230,2026-11-01,2026,11,November,M3,Mumbai,Decaf Espresso,168.0,75.0,50.0,120.0,Achieved
2231,2026-12-01,2026,12,December,M3,Mumbai,Decaf Espresso,92.0,14.0,10.0,70.0,Achieved
2232,2021-01-01,2021,1,January,B1,Banglore,Decaf Espresso,235.0,104.0,70.0,180.0,Achieved
2233,2021-02-01,2021,2,February,B1,Banglore,Decaf Espresso,48.0,17.0,20.0,40.0,Achieved
2234,2021-03-01,2021,3,March,B1,Banglore,Decaf Espresso,382.0,154.0,100.0,320.0,Achieved
2235,2021-04-01,2021,4,April,B1,Banglore,Decaf Espresso,138.0,73.0,50.0,110.0,Achieved
2236,2021-05-01,2021,5,May,B1,Banglore,Decaf Espresso,168.0,61.0,60.0,140.0,Achieved
2237,2021-06-01,2021,6,June,B1,Banglore,Decaf Espresso,201.0,88.0,90.0,220.0,Not Achieved
2238,2021-07-01,2021,7,July,B1,Banglore,Decaf Espresso,487.0,211.0,180.0,530.0,Not Achieved
2239,2021-08-01,2021,8,August,B1,Banglore,Decaf Espresso,141.0,27.0,40.0,150.0,Not Achieved
2240,2021-09-01,2021,9,September,B1,Banglore,Decaf Espresso,192.0,76.0,60.0,170.0,Achieved
2241,2021-10-01,2021,10,October,B1,Banglore,Decaf Espresso,201.0,119.0,90.0,160.0,Achieved
2242,2021-11-01,2021,11,November,B1,Banglore,Decaf Espresso,581.0,300.0,200.0,520.0,Achieved
2243,2021-12-01,2021,12,December,B1,Banglore,Decaf Espresso,46.0,47.0,40.0,50.0,Not Achieved
2244,2022-01-01,2022,1,January,B1,Banglore,Decaf Espresso,110.0,56.0,60.0,120.0,Not Achieved
2245,2022-02-01,2022,2,February,B1,Banglore,Decaf Espresso,117.0,52.0,50.0,120.0,Not Achieved
2246,2022-03-01,2022,3,March,B1,Banglore,Decaf Espresso,139.0,43.0,40.0,120.0,Achieved
2247,2022-04-01,2022,4,April,B1,Banglore,Decaf Espresso,146.0,61.0,50.0,110.0,Achieved
2248,2022-05-01,2022,5,May,B1,Banglore,Decaf Espresso,87.0,12.0,10.0,70.0,Achieved
2249,2022-06-01,2022,6,June,B1,Banglore,Decaf Espresso,213.0,93.0,70.0,170.0,Achieved
2250,2022-07-01,2022,7,July,B1,Banglore,Decaf Espresso,50.0,16.0,20.0,40.0,Achieved
2251,2022-08-01,2022,8,August,B1,Banglore,Decaf Espresso,362.0,147.0,100.0,320.0,Achieved
2252,2022-09-01,2022,9,September,B1,Banglore,Decaf Espresso,131.0,71.0,50.0,110.0,Achieved
2253,2022-10-01,2022,10,October,B1,Banglore,Decaf Espresso,164.0,61.0,60.0,140.0,Achieved
2254,2022-11-01,2022,11,November,B1,Banglore,Decaf Espresso,192.0,80.0,80.0,210.0,Not Achieved
2255,2022-12-01,2022,12,December,B1,Banglore,Decaf Espresso,509.0,220.0,200.0,560.0,Not Achieved
2256,2023-01-01,2023,1,January,B1,Banglore,Decaf Espresso,137.0,22.0,40.0,150.0,Not Achieved
2257,2023-02-01,2023,2,February,B1,Banglore,Decaf Espresso,200.0,80.0,70.0,180.0,Achieved
2258,2023-03-01,2023,3,March,B1,Banglore,Decaf Espresso,211.0,125.0,90.0,170.0,Achieved
2259,2023-04-01,2023,4,April,B1,Banglore,Decaf Espresso,604.0,313.0,210.0,540.0,Achieved
2260,2023-05-01,2023,5,May,B1,Banglore,Decaf Espresso,46.0,47.0,40.0,50.0,Not Achieved
2261,2023-06-01,2023,6,June,B1,Banglore,Decaf Espresso,126.0,67.0,60.0,130.0,Not Achieved
2262,2023-07-01,2023,7,July,B1,Banglore,Decaf Espresso,119.0,50.0,60.0,130.0,Not Achieved
2263,2023-08-01,2023,8,August,B1,Banglore,Decaf Espresso,132.0,39.0,40.0,120.0,Achieved
2264,2023-09-01,2023,9,September,B1,Banglore,Decaf Espresso,137.0,56.0,50.0,110.0,Achieved
2265,2023-10-01,2023,10,October,B1,Banglore,Decaf Espresso,91.0,16.0,10.0,70.0,Achieved
2266,2023-11-01,2023,11,November,B1,Banglore,Decaf Espresso,224.0,101.0,70.0,180.0,Achieved
2267,2023-12-01,2023,12,December,B1,Banglore,Decaf Espresso,44.0,15.0,10.0,30.0,Achieved
2268,2024-01-01,2024,1,January,B1,Banglore,Decaf Espresso,346.0,140.0,100.0,310.0,Achieved
2269,2024-02-01,2024,2,February,B1,Banglore,Decaf Espresso,129.0,70.0,50.0,110.0,Achieved
2270,2024-03-01,2024,3,March,B1,Banglore,Decaf Espresso,165.0,59.0,50.0,140.0,Achieved
2271,2024-04-01,2024,4,April,B1,Banglore,Decaf Espresso,181.0,71.0,80.0,200.0,Not Achieved
2272,2024-05-01,2024,5,May,B1,Banglore,Decaf Espresso,509.0,221.0,200.0,560.0,Not Achieved
2273,2024-06-01,2024,6,June,B1,Banglore,Decaf Espresso,129.0,19.0,30.0,140.0,Not Achieved
